Transaction ID,Date,Account Type,Transaction Amount,Cash Flow,Net Income,Revenue,Expenditure,Profit Margin,Debt-to-Equity Ratio,Operating Expenses,Gross Profit,Transaction Volume,Processing Time (seconds),Accuracy Score,Missing Data Indicator,Normalized Transaction Amount,Transaction Outcome
165,2025-06-14,Revenue,1916,2887,746,2801,1775,0.6992562638458859,1.7873478907469087,603,3812,5,0.7217973747564187,0.8852160744790792,False,0.36999182338511855,1
166,2025-06-15,Expense,4323,1580,573,1205,2378,0.5176878472157626,1.93181413010358,861,2856,1,0.7348284873326366,0.9949454089234496,False,0.8620196238757154,1
167,2025-06-16,Asset,2948,2453,3730,4199,1041,0.48285288772122514,1.4186869552934822,2943,216,1,1.8222628637374174,0.8085891894486015,False,0.5809484873262469,1
168,2025-06-17,Revenue,2263,2693,3191,2091,1097,0.7782005180773051,1.2698583413548508,3961,771,1,1.4130477672635025,0.8798507225100098,False,0.4409239574816026,1
169,2025-06-18,Revenue,3111,1302,1408,3047,2260,0.3942237503192093,2.5934935561513273,3656,184,4,1.6191378112158707,0.9772450369705115,False,0.6142681929681112,1
170,2025-06-19,Expense,4666,1794,1729,1012,149,0.29888695880959043,1.7051814261713956,1675,2207,1,1.4565493615802894,0.8490592726757363,False,0.9321340964840557,1
171,2025-06-20,Expense,2604,1534,2454,4469,928,0.4810147640648384,2.5662066940252317,3888,255,7,1.7240210518930885,0.8956575984850185,False,0.5106295993458708,1
172,2025-06-21,Expense,224,3441,1320,710,2863,0.713600120668217,2.364114373233116,3490,3196,6,0.9089650526249267,0.9045115249505935,False,0.0241210139002453,1
173,2025-06-22,Expense,4041,2112,1410,2366,2226,0.3688906199532649,1.035138332689464,2726,3028,8,1.1378304852332364,0.9495265944350026,False,0.8043744889615699,0
174,2025-06-23,Revenue,4794,3093,1216,2361,756,0.4210322455156091,2.9018237794118646,199,1935,9,1.935485358935682,0.8904013847128318,False,0.9582992641046607,0
175,2025-06-24,Liability,2616,1347,1797,2114,275,0.5313119278659233,2.270491998396919,1058,1879,1,1.9032548231303337,0.9851395526849409,False,0.5130825838103026,1
176,2025-06-25,Asset,2401,2410,1459,4615,1568,0.4899325958431382,2.2298257143127365,4723,2546,1,1.120380787960598,0.9309412585251194,False,0.46913327882256745,1
177,2025-06-26,Liability,505,2417,3132,4732,2588,0.5975471674711713,0.9168634160282194,3965,2253,3,0.6450288151822781,0.9948448208882715,True,0.08156173344235486,1
178,2025-06-27,Liability,3313,3227,2381,1678,1961,0.5989970526625754,1.5970237216746117,984,262,5,0.5853787453025994,0.8943466291962104,False,0.6555600981193785,1
179,2025-06-28,Revenue,1988,1054,2901,822,2553,0.6891135505816761,1.208599714367846,3903,1261,4,0.6720255075145625,0.8469212677555483,False,0.3847097301717089,1
180,2025-06-29,Asset,1574,2689,996,1222,1974,0.7825590636871225,1.0233653501185995,3109,626,4,1.5915722951850637,0.9662889213783756,False,0.3000817661488144,1
181,2025-06-30,Expense,2283,3000,2681,4587,1000,0.627818577104319,2.4105994518119958,4201,1560,4,1.207915138107776,0.8431558887847352,False,0.44501226492232215,1
182,2025-07-01,Liability,1684,1398,2393,3148,3505,0.5319388978113482,2.1142935352164667,826,3675,4,1.1366507445158653,0.8953077437747089,False,0.32256745707277185,1
183,2025-07-02,Expense,3888,1415,1575,4566,815,0.45874301244136695,1.709149833185614,2273,272,5,1.8600091582247165,0.8884351880428082,False,0.7730989370400654,1
184,2025-07-03,Expense,2824,4318,3070,2143,1620,0.20585711258670303,1.5901297451411467,1908,3081,7,0.9486511460134146,0.9077893781097057,False,0.5556009811937858,1
185,2025-07-04,Asset,3897,2854,3775,868,3171,0.279683431794363,1.958135251043583,3340,279,6,1.8288269276309297,0.9947934489577319,False,0.7749386753883892,0
186,2025-07-05,Asset,4697,1634,3366,1618,552,0.30085403462125315,2.780331894771908,3223,2604,2,1.730600956771305,0.9124392564883093,False,0.9384709730171709,1
187,2025-07-06,Expense,3113,2042,2696,2008,3857,0.7524097552496176,0.8233979043149537,4032,2181,6,1.3138065243487207,0.8491297801259766,False,0.6146770237121831,1
188,2025-07-07,Asset,2686,2451,292,1156,1389,0.4315284738134073,1.8260223867172307,2646,3864,1,0.9508859316959206,0.86723186638617,False,0.5273916598528209,1
189,2025-07-08,Asset,4333,4017,3083,3915,2170,0.6281509682768338,1.0357184250815419,4524,872,9,0.8287376115235223,0.8782804581976866,False,0.8640637775960752,1
190,2025-07-09,Revenue,2976,3340,2774,2546,3943,0.45286332114663,1.0570929522238646,502,3681,2,1.6426588058188867,0.9278569873226302,True,0.5866721177432543,0
191,2025-07-10,Expense,1594,979,1195,3162,2914,0.2308121551115397,1.7596916129797244,4107,2078,3,1.1191028719876606,0.9473360936528017,False,0.3041700735895339,1
192,2025-07-11,Asset,2209,4231,394,1091,3913,0.36136568797124735,1.6423847109316543,1236,819,7,1.5497294054210822,0.8496445221572506,False,0.42988552739165986,1
193,2025-07-12,Liability,1404,4017,1578,4450,1917,0.27841815926245933,0.5528749996361699,156,868,3,1.916954470722267,0.9868890408105189,True,0.26533115290269826,1
194,2025-07-13,Liability,1831,2907,3087,1125,2292,0.6237365848898276,1.0395250376059462,1029,1783,3,1.3837279969654077,0.9687368372368451,False,0.3526165167620605,1
195,2025-07-14,Revenue,1723,2285,1011,3181,1039,0.520762081418203,0.6165514594022186,4797,3295,4,1.1488860756129615,0.9758724473653436,True,0.330539656582175,1
196,2025-07-15,Liability,455,2509,1940,461,580,0.4871534197106217,2.9006671766100443,4130,3000,9,1.760648034730215,0.8587961042993056,False,0.071340964840556,1
197,2025-07-16,Liability,1359,1224,916,1597,3411,0.7324506761246621,1.820324729585812,1538,607,7,1.939030336012725,0.891021960402603,False,0.2561324611610793,1
198,2025-07-17,Liability,288,529,1361,2535,1143,0.6489291869024301,1.2374245792615273,2066,2815,1,1.67835039820221,0.8467802921059311,False,0.037203597710547834,1
199,2025-07-18,Asset,2566,1896,708,3887,2438,0.5520880668624003,1.5603130186339549,1438,1267,6,1.017954665917984,0.8009625592360444,False,0.5028618152085037,1
200,2025-07-19,Revenue,3497,1251,441,677,561,0.304694901865188,1.2729889860566193,2527,875,3,1.0743554911632751,0.8529683283081283,False,0.6931725265739984,1
201,2025-07-20,Liability,1993,879,730,3173,2680,0.7472870327404233,1.013481041506274,3473,2481,6,1.9281522254140897,0.9877180576410686,False,0.3857318070318888,1
202,2025-07-21,Asset,4380,2398,3454,2783,3226,0.6686552635299177,1.660205127328309,2074,2112,1,0.8187431677537178,0.9090230255650317,False,0.8736713000817662,1
203,2025-07-22,Asset,644,577,3817,3041,667,0.36091374056392717,1.6743014177190418,2765,1195,4,0.7041025608216978,0.8738262590878106,False,0.10997547015535568,1
204,2025-07-23,Expense,2106,3244,1017,2320,2354,0.2685946674184983,1.5580667382296096,2756,1076,7,0.9874252490190769,0.9365214632818241,False,0.4088307440719542,1
205,2025-07-24,Liability,3028,1579,1536,4493,1603,0.5010191027959912,2.311572723661319,3062,3724,1,0.7963515829222043,0.9210361491148358,False,0.597301717089125,1
206,2025-07-25,Liability,419,3620,1882,2001,3980,0.3765170358371249,2.729473548474346,620,3262,1,0.5654424532464088,0.9009077551246012,False,0.06398201144726083,1
207,2025-07-26,Revenue,4057,1466,3542,1538,3136,0.6206433989237436,0.7060200939712162,1946,1391,6,1.6292833670185498,0.8843354265805249,False,0.8076451349141456,1
208,2025-07-27,Asset,4072,2302,2941,1722,3627,0.20384706110263792,1.933509471615983,3089,3354,1,0.9341041113613915,0.954794356961697,False,0.8107113654946853,1
209,2025-07-28,Asset,4267,712,1408,2524,2694,0.5515349766801542,1.7364429387919635,884,402,9,0.6991633612358612,0.8977775758500361,False,0.8505723630417007,1
210,2025-07-29,Expense,3967,4036,2931,4389,3041,0.7182585279443925,2.2622200939473065,2853,693,1,0.9387286961634329,0.8841783526057881,True,0.7892477514309076,0
211,2025-07-30,Revenue,966,599,3578,2623,1706,0.5296017762502693,1.344479082663918,2448,207,8,0.5782520653471739,0.8375752321694893,False,0.1757972199509403,1
212,2025-07-31,Liability,2168,3170,2764,2417,3787,0.36066396050328675,1.4675980013102037,4407,1374,6,0.8521805573294694,0.8167442726181305,False,0.4215044971381848,1
213,2025-08-01,Revenue,3538,1214,2654,372,634,0.28936406281851534,1.9829666916829853,472,297,1,1.198456609777083,0.8336064971843129,False,0.7015535568274734,1
214,2025-08-02,Asset,1586,2176,261,2309,897,0.35980391844075715,2.8693777385787604,1283,2415,7,0.7370062719036592,0.887496391257142,False,0.30253475061324614,1
215,2025-08-03,Liability,1210,3566,1836,1257,3862,0.7653278347347121,1.9762015992006265,421,3861,3,1.4808332993333653,0.8840861473584531,False,0.22567457072771874,1
216,2025-08-04,Revenue,4337,2910,936,4408,3722,0.33225539070820553,0.7692966613571474,472,2624,5,1.2914718976922874,0.8849936691343419,False,0.8648814390842191,1
217,2025-08-05,Expense,3883,1050,2272,2200,2755,0.48368262898630976,1.2460233910506466,1582,457,9,1.575594793598043,0.8307940421560644,False,0.7720768601798855,1
218,2025-08-06,Revenue,4542,2703,797,763,2260,0.463654790076975,1.6490062442820022,1400,1037,9,1.5827275911286853,0.9653877226906471,False,0.9067865903515945,1
219,2025-08-07,Revenue,4378,2291,1840,2611,751,0.2415961917415868,0.9371299724436861,310,3715,7,0.5732625237347619,0.9641699975798742,True,0.8732624693376942,1
220,2025-08-08,Asset,363,3325,998,2976,1382,0.36587568839526086,0.6847051639918834,4953,807,9,1.858269341698784,0.956337546067175,False,0.05253475061324612,1
221,2025-08-09,Liability,3639,564,3043,1339,1466,0.7742723938463874,2.305944533011398,4887,3602,6,1.7672730179993492,0.9153633635293368,False,0.7221995094031071,1
222,2025-08-10,Asset,514,2442,3164,1870,572,0.5739997929174115,2.495185832902788,3658,1665,7,1.9497537274555818,0.9568954320927562,False,0.08340147179067865,1
223,2025-08-11,Expense,2868,1136,2828,1661,855,0.3587786078566768,2.3858886497538885,2917,1895,8,0.8971733602051599,0.9636346372692643,False,0.5645952575633688,0
224,2025-08-12,Revenue,2512,1127,1769,3511,2473,0.28671674927673335,2.881194493931558,4430,2130,4,1.3622740194676672,0.9597866403603599,False,0.49182338511856094,1
225,2025-08-13,Expense,1602,1802,3845,1014,2991,0.7501685790293169,0.8916373950454977,867,2455,3,1.6240770999705652,0.8853771004828768,False,0.30580539656582173,1
226,2025-08-14,Revenue,1586,1472,1723,2279,564,0.43780520498040026,1.13537806213374,1310,2659,6,1.7948117623832542,0.8565823846734427,False,0.30253475061324614,1
227,2025-08-15,Expense,2758,875,981,3694,163,0.7333588426872855,2.9226936548349913,1526,1731,4,1.598296997089849,0.9758797969264953,False,0.5421095666394112,1
228,2025-08-16,Liability,293,3101,1604,4987,1944,0.3690697278374214,1.6574545468496233,2497,1545,2,1.7769094091823194,0.8478535766901474,False,0.038225674570727716,1
229,2025-08-17,Revenue,566,2038,2988,2875,3310,0.5180179183552809,1.5991057592777569,1703,2826,8,1.7109640098415155,0.8679253266566259,False,0.09403107113654947,1
230,2025-08-18,Liability,1449,2772,495,1733,1946,0.5922474913138535,2.867628726096436,2800,3829,2,0.6433277785964903,0.832484143179783,False,0.27452984464431723,1
231,2025-08-19,Expense,2660,1901,3297,1933,388,0.341320504310639,1.3140726742459938,4637,457,5,1.1501704775175143,0.9798994835872464,False,0.5220768601798855,1
232,2025-08-20,Expense,983,4042,704,1113,1853,0.2652193725070039,0.5434848872917237,2697,2675,2,1.6673426477121358,0.8673009443725292,False,0.17927228127555192,1
233,2025-08-21,Revenue,2483,892,1930,4540,550,0.5167435271753066,1.2929839786443886,2764,1714,7,0.5530005442718388,0.8955693511482374,False,0.48589533932951756,1
234,2025-08-22,Asset,1630,1317,3665,3308,2864,0.23837757527586498,2.9202466346890223,686,1890,5,0.7939423184774269,0.9426274235831383,False,0.3115290269828291,1
235,2025-08-23,Revenue,2594,2461,1180,3896,2545,0.31991859723217564,1.8985263758609003,466,601,7,1.2521244408562384,0.8658719400132917,False,0.508585445625511,1
236,2025-08-24,Expense,937,971,3172,3197,1231,0.3516024034043184,2.615464824963934,4101,2726,9,0.6092948575866212,0.8764851633471131,False,0.16986917416189698,0
237,2025-08-25,Liability,1400,3215,1457,4920,3088,0.7724071883354895,2.997872426844584,3695,3389,8,1.9829692396088334,0.8791761036406609,False,0.2645134914145544,1
238,2025-08-26,Liability,853,2351,3171,3533,3077,0.6121519794895263,2.1987120482837996,3341,1781,4,1.1266371982048706,0.8672703431627404,False,0.1526982829108749,1
239,2025-08-27,Asset,2342,1193,3913,1789,491,0.321044330562968,1.042844110471056,1009,2677,7,0.5812875336343082,0.9117863151987371,False,0.4570727718724448,1
240,2025-08-28,Revenue,1457,724,3726,2731,1662,0.6346915247521153,2.0580057977742086,3990,1387,9,1.0726098768216008,0.8047774221676445,False,0.27616516762060506,1
241,2025-08-29,Asset,1397,1083,655,769,1365,0.6133491062209688,1.8431989358927514,1622,3842,4,0.7746282822987323,0.8939101991310795,False,0.26390024529844647,1
242,2025-08-30,Expense,838,1558,2713,3911,1965,0.613735271326829,2.9478416348889027,296,1123,2,1.0733717018443463,0.8801799921692628,False,0.14963205233033525,1
243,2025-08-31,Revenue,4403,3254,943,4172,1084,0.23327673417639305,0.9306967555787855,4981,838,9,1.5619635969552692,0.8044370149879971,False,0.8783728536385936,1
244,2025-09-01,Revenue,2900,1509,3673,4590,480,0.599202578541026,0.7771460521899924,4701,3234,2,1.330561768599871,0.9552890759709205,False,0.57113654946852,1
245,2025-09-02,Liability,3697,4127,1952,4977,218,0.7702913438378567,1.5958479456060548,1314,1679,4,1.7238400331086976,0.999505189254511,False,0.7340556009811938,1
246,2025-09-03,Liability,3945,548,2288,4566,2444,0.6139818365568788,1.5960947898735662,4239,2202,3,1.526910592955863,0.9036979887428869,False,0.7847506132461161,1
247,2025-09-04,Liability,1252,3399,478,3281,894,0.6586075629265755,2.581903893357156,1653,2051,9,1.6663281454274288,0.9805402519029018,False,0.23426001635322977,0
248,2025-09-05,Asset,2019,2034,2910,1342,2027,0.2170038350277605,1.7101697094498882,4094,2608,9,0.5018834058246708,0.881282777494399,False,0.3910466067048242,1
249,2025-09-06,Asset,1910,1050,761,3562,1216,0.28386835309952624,2.94087714441166,3516,1902,1,1.0938978865256275,0.9664146295308822,False,0.3687653311529027,1
250,2025-09-07,Expense,460,3462,711,3736,3649,0.7506078638865223,2.6204737327988017,898,2738,5,0.9211570327937721,0.8441155772269388,False,0.07236304170073589,1
251,2025-09-08,Liability,1217,565,1812,4367,3109,0.7307535921078114,0.9500361917644744,3238,498,6,1.2806802323251427,0.9922956503052627,False,0.22710547833197056,1
252,2025-09-09,Liability,570,3663,1919,3541,2811,0.5833823688774925,2.628431979666182,871,2307,4,1.81333604336318,0.8985958646387091,False,0.09484873262469337,1
253,2025-09-10,Liability,4749,3298,2713,4678,3047,0.6340978971139084,2.1688739625094624,1495,3258,2,0.9454101882150202,0.8349185559635789,False,0.9491005723630417,1
254,2025-09-11,Expense,2882,2584,209,4021,1357,0.5264787675424659,1.5778504975865126,4018,2225,7,0.9222365506300277,0.9001655275356791,False,0.5674570727718724,1
255,2025-09-12,Revenue,214,2708,2402,1150,2584,0.6719387328231226,2.9154740024530543,2878,2433,8,1.418866935473467,0.9639843441359399,False,0.022076860179885527,1
256,2025-09-13,Asset,4674,1110,2532,1068,2858,0.5746424733315599,2.4602629932938522,1092,1468,4,1.5649818885073394,0.8483784196532864,False,0.9337694194603434,1
257,2025-09-14,Expense,1700,2486,398,681,3174,0.6517628933061399,0.6141702875834838,2766,662,4,1.1170222628127935,0.8646396054411256,False,0.3258381030253475,1
258,2025-09-15,Expense,3221,4081,3629,3528,2248,0.44309705291174195,2.801032492918038,1739,1019,2,1.0183816153976801,0.8238986345944777,False,0.6367538838920687,1
259,2025-09-16,Liability,4345,2321,2510,2756,1447,0.6269559078842586,1.0964317115486515,4184,1428,9,0.669526063070588,0.971668776441161,False,0.866516762060507,1
260,2025-09-17,Asset,4773,1573,2003,3748,2032,0.3804216557515267,1.2324859192133915,3379,659,3,0.5382197088380507,0.907351567448207,False,0.9540065412919051,1
261,2025-09-18,Asset,2420,2383,379,435,2088,0.7434090839941749,2.965902755718876,220,3243,3,0.6360341435765235,0.9846006659401147,False,0.473017170891251,1
262,2025-09-19,Revenue,2629,1120,1610,707,184,0.44673798948276866,2.7380183267337665,377,2419,6,0.845126674994311,0.9324365966205889,False,0.5157399836467702,1
263,2025-09-20,Liability,2474,3826,3663,1760,1546,0.4023692577967134,2.895997936939068,2230,2974,2,1.6403164303644115,0.9494581954903611,False,0.48405560098119377,1
264,2025-09-21,Asset,4373,2718,2731,1186,1933,0.7196185445522583,2.6386325203319743,4971,3278,5,0.5358838827752048,0.8324519918305654,False,0.8722403924775143,1
265,2025-09-22,Asset,3706,3084,3975,3049,1466,0.45571289851933133,1.0985803354279864,1864,3468,8,0.6315650567753905,0.8523834005820372,False,0.7358953393295176,1
266,2025-09-23,Liability,1761,1216,2031,478,3668,0.33925941166573464,0.6477653802870424,4628,2264,6,0.7001865781818213,0.9079634671036769,False,0.3383074407195421,1
267,2025-09-24,Expense,4524,4052,3636,915,1350,0.6373416620989503,1.0843504686172396,2084,543,3,0.7952323249726734,0.9281222687342314,False,0.9031071136549469,1
268,2025-09-25,Revenue,3452,852,3459,2426,3471,0.30862830418431136,0.989236895784745,680,3007,2,1.1632227631438283,0.8677866076696621,True,0.6839738348323794,1
269,2025-09-26,Asset,314,1481,3729,602,3804,0.3547705667192884,2.7986339792143524,3639,1118,5,0.7687276742018723,0.8062394349743325,False,0.04251839738348324,1
270,2025-09-27,Revenue,222,3734,2768,1862,1721,0.699829977711792,0.7837838308133331,1906,1142,8,0.8844431771385537,0.9329172813712763,False,0.023712183156173343,1
271,2025-09-28,Liability,2034,2853,810,321,565,0.5609974837492677,1.5942063993129896,614,120,1,0.7305427463123375,0.9781307898925938,False,0.39411283728536384,1
272,2025-09-29,Asset,4516,3358,1928,4601,1853,0.6518119682584522,0.7833448489497437,468,1127,8,1.7805733137426942,0.8658446382319198,False,0.901471790678659,1
273,2025-09-30,Asset,2527,2272,2822,3390,3959,0.6282597209178706,1.1110306925185909,2196,454,4,0.8632690655220984,0.8438859590400947,False,0.49488961569910056,1
274,2025-10-01,Asset,2336,804,3694,4440,1085,0.7445692358807043,0.5841254508101996,4981,2151,4,1.8466426670693696,0.9893974346575991,False,0.45584627964022895,1
275,2025-10-02,Liability,1653,2934,1932,1587,600,0.23335387429688703,0.6425105206557259,3318,1117,7,0.5244854570750881,0.9615121519933238,True,0.3162305805396566,1
276,2025-10-03,Liability,156,3815,3844,447,1450,0.217160967733914,2.8500527400247844,189,392,7,1.7506523979128548,0.9525852281009588,False,0.010220768601798855,1
277,2025-10-04,Expense,238,2445,2385,4227,1295,0.23421517599551112,0.8611692020371791,1657,106,7,1.0660229207934657,0.8212739724416415,False,0.02698282910874898,1
278,2025-10-05,Asset,1180,4082,651,1697,2329,0.5021314302337232,1.7155318546206666,2926,1290,4,1.7570852081433057,0.8390507427683795,False,0.21954210956663942,1
279,2025-10-06,Expense,4330,2180,977,1285,2783,0.5523337930194276,1.8762756629538067,636,3432,1,0.9853079127096076,0.9920546581657996,False,0.8634505314799673,1
280,2025-10-07,Asset,4110,1054,1999,3432,2695,0.3099681447233078,2.522525322581426,3835,2682,4,1.1556480513757457,0.8170011086370935,False,0.8184791496320524,1
281,2025-10-08,Expense,748,1454,936,4763,761,0.2046143386608592,1.281156607851363,2403,3900,1,1.093279316152994,0.9931567832217998,False,0.1312346688470973,1
282,2025-10-09,Liability,4014,4217,895,4161,894,0.7367879707121423,1.1610259367248974,1496,1860,3,1.977358877427028,0.8326279595035222,False,0.7988552739165985,1
283,2025-10-10,Asset,1630,3960,946,1123,2106,0.7825018381700777,2.957765178682261,428,1718,4,1.148683799049321,0.995870920771749,False,0.3115290269828291,1
284,2025-10-11,Expense,4013,1040,3762,4641,3879,0.2606498632637684,1.4536645906794243,3729,2560,2,1.7445802811401656,0.8540797320279668,False,0.7986508585445625,1
285,2025-10-12,Expense,1742,1603,2993,4700,3937,0.4987912460240526,0.7455919213983604,3668,3394,5,1.5768265583915155,0.9406299642318863,False,0.33442354865085855,1
286,2025-10-13,Asset,738,3311,2516,3458,543,0.6804430792975438,2.520885544710991,1482,3017,5,0.5039533839838619,0.8055705814774164,False,0.12919051512673754,1
287,2025-10-14,Expense,1936,1529,2017,2607,2828,0.43234207751166576,2.5458750949877706,3385,2573,7,1.5746856699707334,0.9793260663403776,False,0.3740801308258381,0
288,2025-10-15,Asset,1791,4363,332,1196,2085,0.5981600566768425,2.3527358080673495,688,3326,7,1.2504058694615219,0.9560698395127973,False,0.3444399018806214,1
289,2025-10-16,Liability,3641,3367,666,3166,214,0.38771602308428565,1.1066479666458977,680,1730,2,1.1799682825904276,0.8161191334935899,False,0.7226083401471791,1
290,2025-10-17,Asset,1906,1457,2243,645,712,0.39127048777835766,2.0309896537330765,4247,680,1,1.7228194370167618,0.9680672395032042,False,0.3679476696647588,1
291,2025-10-18,Expense,4574,1969,2539,4875,1627,0.21337498682282602,0.9587469748632602,4987,1485,3,1.260237187757352,0.882425103006462,False,0.9133278822567457,1
292,2025-10-19,Liability,3727,568,3449,2479,1141,0.39425786774212257,2.375609218692598,4156,3751,5,1.874150218725484,0.9550181261516533,False,0.7401880621422731,1
293,2025-10-20,Revenue,3444,1623,1628,1370,1975,0.6648968591630462,2.3889120710303726,2913,3651,9,0.702084066800408,0.9486223157003034,False,0.6823385118560916,1
294,2025-10-21,Revenue,3915,2533,1828,910,2919,0.589152776657651,2.6205847724009272,3170,3629,4,1.2375397150510417,0.9462989853098622,False,0.7786181520850368,1
295,2025-10-22,Liability,574,621,1150,2783,724,0.7741377016298845,1.5617609757260706,2723,2076,7,1.4191848432161176,0.9313830978233761,False,0.09566639411283728,1
296,2025-10-23,Expense,3224,3104,3680,3230,1982,0.7827802304244389,2.812937767991518,518,3025,6,0.5480333320616075,0.8534296744625903,False,0.6373671300081766,1
297,2025-10-24,Asset,2679,2028,3080,2877,2877,0.7486221274722178,2.488022177965763,2169,145,8,1.0601791372536429,0.8059461835244449,False,0.5259607522485691,1
298,2025-10-25,Asset,779,1337,1865,3993,3079,0.653565196035985,1.1148989678300798,2217,261,4,0.5740850125410051,0.9815554141470125,False,0.1375715453802126,1
299,2025-10-26,Liability,1408,2833,2561,1467,3539,0.24142448941223735,2.8734754111683167,2095,1383,1,0.557624922598401,0.899195458687661,False,0.2661488143908422,1
300,2025-10-27,Expense,4464,4010,3702,2682,3869,0.5942753853838046,2.033935429513316,3576,631,6,1.0099985892606207,0.836821332573137,False,0.8908421913327882,1
301,2025-10-28,Liability,2528,4089,3279,896,2944,0.5526844388050552,1.144850984484862,1126,2413,5,1.0569209555983137,0.8853301314147273,False,0.49509403107113653,1
302,2025-10-29,Revenue,2943,2780,1404,955,1214,0.5207004622955722,1.1671355774341847,2417,2367,2,1.8183128217326767,0.8072714363946751,False,0.5799264104660671,1
303,2025-10-30,Expense,764,4014,1850,3801,3476,0.22845356449454887,1.6472518744551095,298,1886,9,1.8708871430549445,0.9860561305701978,False,0.13450531479967293,1
304,2025-10-31,Expense,4147,2746,2596,3167,3604,0.2550075173654196,1.004836490329046,2678,1448,5,0.5138577888018625,0.9710390955548653,False,0.8260425183973835,1
305,2025-11-01,Expense,3366,1779,979,3123,3572,0.3479565524370506,0.603588302673906,3773,213,9,1.768544951775259,0.919970026121248,False,0.6663941128372853,1
306,2025-11-02,Asset,3653,2849,441,2045,1719,0.3661622679056209,1.4819607048762231,2638,1054,1,1.6613282321030516,0.9296565355366968,False,0.7250613246116108,1
307,2025-11-03,Liability,1804,1833,2413,1539,3941,0.7667444709274767,2.811757721011335,534,278,2,1.2061351116548304,0.8610671273722406,False,0.34709730171708914,1
308,2025-11-04,Expense,3328,1908,3401,1429,403,0.27725100864101326,2.5755776974549094,4473,3209,7,1.5696384683190048,0.8204021014401274,False,0.6586263286999182,1
309,2025-11-05,Revenue,1879,2078,3464,2946,3470,0.3787512834170915,1.1466391204765247,3643,1529,1,1.353850227079183,0.9816814892953486,False,0.3624284546197874,1
310,2025-11-06,Asset,2126,1763,2858,2372,1708,0.2442097011664687,2.9587253577396213,1379,1040,4,0.8385026973033484,0.8409009888975384,False,0.4129190515126738,1
311,2025-11-07,Asset,4024,2060,2342,710,515,0.7036748762158043,2.2493871133674554,2857,1676,1,0.7239490646190173,0.972103456965911,False,0.8008994276369583,1
312,2025-11-08,Asset,3949,3938,3935,531,1133,0.7708058025714144,1.9130272387202791,1045,3235,8,0.653974127192904,0.9517793505335622,False,0.78556827473426,1
313,2025-11-09,Expense,1742,2645,3988,2226,1782,0.7196413957838796,2.1438904966720056,2350,1677,1,1.119501538011439,0.9257772287001872,False,0.33442354865085855,1
314,2025-11-10,Asset,231,3854,3708,855,1243,0.2511380423867774,1.2796455964783913,1464,1925,4,0.8966896371538488,0.8742317232580695,False,0.025551921504497137,1
315,2025-11-11,Liability,1947,1800,2301,2285,301,0.6141882221898128,1.0982230809734734,1252,2900,4,0.9989323763528952,0.9292825414712296,False,0.37632869991823387,1
316,2025-11-12,Revenue,4247,2069,2201,2439,346,0.3100861239204891,2.260289060281004,4200,2648,8,1.1161683256138357,0.9485930710610302,False,0.8464840556009812,1
317,2025-11-13,Asset,1403,4009,570,591,2501,0.7578215525157177,1.9569078771952524,2130,1712,2,1.318464465313245,0.8820940557988469,False,0.2651267375306623,1
318,2025-11-14,Expense,4526,4168,684,2210,613,0.31544384116466695,0.9161840401510011,2445,586,3,0.5309564192771807,0.8562697291830942,False,0.9035159443990188,1
319,2025-11-15,Asset,295,1508,1696,684,2098,0.6733441966713123,2.9142126294802297,4474,2738,7,1.6618178283167198,0.8325674227586719,False,0.03863450531479967,1
320,2025-11-16,Expense,4564,2070,2044,524,3945,0.7504483367736225,1.4560116799659768,2979,2841,9,0.6615482939378126,0.964228311916743,False,0.911283728536386,1
321,2025-11-17,Expense,298,1227,2242,611,1423,0.3190406592470163,2.4949869342057207,4272,3717,2,1.841473281017036,0.9578475452507749,False,0.039247751430907606,1
322,2025-11-18,Liability,3486,630,3059,2607,2503,0.6077362019590691,0.8619376157980814,4034,3273,4,0.5495545754292527,0.9412211787369235,False,0.6909239574816026,1
323,2025-11-19,Liability,2737,2822,2520,1630,322,0.4412019782862994,1.103573106360979,4034,3638,5,0.9938506804115613,0.946819071372333,False,0.5378168438266557,0
324,2025-11-20,Revenue,2978,2907,3881,4473,1415,0.7123971548795991,1.9174330831018491,2318,398,5,1.0601081962370902,0.903719931561369,False,0.5870809484873263,1
325,2025-11-21,Liability,175,1398,2620,1197,2034,0.40973875078681044,2.394295995531107,4043,3973,9,1.7840789981691816,0.9113776600347856,False,0.014104660670482421,1
326,2025-11-22,Asset,3125,1103,1868,862,1350,0.7729138893116798,2.640404968674811,2405,3016,5,1.2789865920918602,0.9099683182571725,False,0.6171300081766149,1
327,2025-11-23,Expense,656,2468,3523,2467,264,0.39266964850524033,1.3016931727499048,1097,147,2,1.1739835178417808,0.8528587948802929,False,0.11242845461978741,1
328,2025-11-24,Liability,4031,748,755,2064,2601,0.5178308427351161,0.9336395355478734,968,900,2,1.4841935920369562,0.8977226504669529,False,0.8023303352412101,1
329,2025-11-25,Expense,3314,4088,615,3979,1490,0.7492177278569463,1.5868488075184246,4241,3725,9,1.7257153009583577,0.9724806317740541,False,0.6557645134914145,1
330,2025-11-26,Asset,253,2563,1048,4959,1808,0.4647833540573634,1.8154873050151692,2142,829,2,1.5882219182652921,0.9635002607392165,False,0.030049059689288636,1
